Donor,Donor SMILES,SMILES,HOMO,LUMO,optbg,wavelength_film,wavelength_soln
J51,CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.29,-3.3,,,
PBT4Cl-Bz,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9sc(CC)c(Cl)c9Cl)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15sc(CC)c(Cl)c%15Cl)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15sc(CC)c(Cl)c%15Cl)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9sc(CC)c(Cl)c9Cl)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3sc(CC)c(Cl)c3Cl)c3ccsc23)c(Cl)c1Cl,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9sc(CC)c(Cl)c9Cl)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15sc(CC)c(Cl)c%15Cl)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15sc(CC)c(Cl)c%15Cl)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9sc(CC)c(Cl)c9Cl)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3sc(CC)c(Cl)c3Cl)c3ccsc23)c(Cl)c1Cl,-5.64,-3.57,2.01,573.0,571.0
PTFB-P,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5cc(F)c(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11cc(F)c(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17cc(F)c(-c%18cccs%18)cc%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)cc%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)cc5F)s4)s3)c3nn(CC)nc23)c1,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5cc(F)c(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11cc(F)c(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17cc(F)c(-c%18cccs%18)cc%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)cc%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)cc5F)s4)s3)c3nn(CC)nc23)c1,-5.32,-3.33,,,
PBDB-ST,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,-5.37,-3.59,,,
PBT-F,CCOc1c(OCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC)s5)c5sc(-c6ccc(-c7c(OCC)c(OCC)c(-c8ccc(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sc(-c%12ccc(-c%13c(OCC)c(OCC)c(-c%14ccc(-c%15cc%16c(-c%17cc(F)c(CC)s%17)c%17sccc%17c(-c%17cc(F)c(CC)s%17)c%16s%15)s%14)c%14nsnc%13%14)s%12)cc%11c(-c%11cc(F)c(CC)s%11)c%10s9)s8)c8nsnc78)s6)cc5c(-c5cc(F)c(CC)s5)c4s3)s2)c2nsnc2c1-c1cccs1,CCOc1c(OCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC)s5)c5sc(-c6ccc(-c7c(OCC)c(OCC)c(-c8ccc(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sc(-c%12ccc(-c%13c(OCC)c(OCC)c(-c%14ccc(-c%15cc%16c(-c%17cc(F)c(CC)s%17)c%17sccc%17c(-c%17cc(F)c(CC)s%17)c%16s%15)s%14)c%14nsnc%13%14)s%12)cc%11c(-c%11cc(F)c(CC)s%11)c%10s9)s8)c8nsnc78)s6)cc5c(-c5cc(F)c(CC)s5)c4s3)s2)c2nsnc2c1-c1cccs1,-5.39,-3.65,,,
PffQx-PS,CCOc1ccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(SCC)cc7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(SCC)cc%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(SCC)cc%19)c%19sccc%19c(-c%19ccc(SCC)cc%19)c%18s%17)s%16)c%16nc(-c%17ccc(OCC)c(F)c%17)c(-c%17ccc(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(SCC)cc%13)c%12s%11)s%10)c%10nc(-c%11ccc(OCC)c(F)c%11)c(-c%11ccc(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(SCC)cc7)c6s5)s4)c3nc2-c2ccc(OCC)c(F)c2)cc1F,CCOc1ccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(SCC)cc7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(SCC)cc%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(SCC)cc%19)c%19sccc%19c(-c%19ccc(SCC)cc%19)c%18s%17)s%16)c%16nc(-c%17ccc(OCC)c(F)c%17)c(-c%17ccc(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(SCC)cc%13)c%12s%11)s%10)c%10nc(-c%11ccc(OCC)c(F)c%11)c(-c%11ccc(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(SCC)cc7)c6s5)s4)c3nc2-c2ccc(OCC)c(F)c2)cc1F,-5.4,-3.55,,,
PBDT-NQx,CCc1ccc(-c2nc3c(-c4cccs4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9ccc(-c%10cc%11c(cc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17cc%18c(cc(-c%19ccc(-c%20cc%21c(-c%22ccc(CC)s%22)c%22sccc%22c(-c%22ccc(CC)s%22)c%21s%20)s%19)c%19nc(-c%20ccc(CC)s%20)c(-c%20ccc(CC)s%20)nc%19%18)c%18nc(-c%19ccc(CC)s%19)c(-c%19ccc(CC)s%19)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nc(-c%13ccc(CC)s%13)c(-c%13ccc(CC)s%13)nc%12%11)c%11nc(-c%12ccc(CC)s%12)c(-c%12ccc(CC)s%12)nc%10%11)s9)cc8c(-c8ccc(CC)s8)c7s6)s5)c5nc(-c6ccc(CC)s6)c(-c6ccc(CC)s6)nc54)c3nc2-c2ccc(CC)s2)s1,CCc1ccc(-c2nc3c(-c4cccs4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9ccc(-c%10cc%11c(cc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17cc%18c(cc(-c%19ccc(-c%20cc%21c(-c%22ccc(CC)s%22)c%22sccc%22c(-c%22ccc(CC)s%22)c%21s%20)s%19)c%19nc(-c%20ccc(CC)s%20)c(-c%20ccc(CC)s%20)nc%19%18)c%18nc(-c%19ccc(CC)s%19)c(-c%19ccc(CC)s%19)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nc(-c%13ccc(CC)s%13)c(-c%13ccc(CC)s%13)nc%12%11)c%11nc(-c%12ccc(CC)s%12)c(-c%12ccc(CC)s%12)nc%10%11)s9)cc8c(-c8ccc(CC)s8)c7s6)s5)c5nc(-c6ccc(CC)s6)c(-c6ccc(CC)s6)nc54)c3nc2-c2ccc(CC)s2)s1,-5.24,-3.42,1.8,632.0,624.0
PBDTS-DTBTO,CCOc1c(OCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC)s5)c5sc(-c6ccc(-c7c(OCC)c(OCC)c(-c8ccc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12ccc(-c%13c(OCC)c(OCC)c(-c%14ccc(-c%15cc%16c(-c%17ccc(SCC)s%17)c%17sccc%17c(-c%17ccc(SCC)s%17)c%16s%15)s%14)c%14nsnc%13%14)s%12)cc%11c(-c%11ccc(SCC)s%11)c%10s9)s8)c8nsnc78)s6)cc5c(-c5ccc(SCC)s5)c4s3)s2)c2nsnc2c1-c1cccs1,CCOc1c(OCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC)s5)c5sc(-c6ccc(-c7c(OCC)c(OCC)c(-c8ccc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12ccc(-c%13c(OCC)c(OCC)c(-c%14ccc(-c%15cc%16c(-c%17ccc(SCC)s%17)c%17sccc%17c(-c%17ccc(SCC)s%17)c%16s%15)s%14)c%14nsnc%13%14)s%12)cc%11c(-c%11ccc(SCC)s%11)c%10s9)s8)c8nsnc78)s6)cc5c(-c5ccc(SCC)s5)c4s3)s2)c2nsnc2c1-c1cccs1,-5.24,-3.6,,,
DRTB-T,CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(/C=C%10/SC(=S)N(CC)C%10=O)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(/C=C4\SC(=S)N(CC)C4=O)sc23)s1,CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(/C=C%10/SC(=S)N(CC)C%10=O)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(/C=C4\SC(=S)N(CC)C4=O)sc23)s1,-5.51,-3.34,,,
J47,CCn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(-c%10cc%11c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%12sc(-c%13ccc(-c%14c(F)c(F)c(-c%15ccc(-c%16cc%17c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%18sccc%18c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c5s4)s3)c2n1,CCn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(-c%10cc%11c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%12sc(-c%13ccc(-c%14c(F)c(F)c(-c%15ccc(-c%16cc%17c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%18sccc%18c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c5s4)s3)c2n1,,,,,
PBQ-QF,CCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1,CCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1,,,,,
2D-PBTCl,CCOC(=O)c1ccc(-c2sc3csc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11sc(-c%12cc%13c(-c%14ccc(CC)s%14)c%14sccc%14c(-c%14ccc(CC)s%14)c%13s%12)c%12c(Cl)c(-c%13ccc(C(=O)OCC)s%13)sc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8c(Cl)c(-c9ccc(C(=O)OCC)s9)sc78)cc6c(-c6ccc(CC)s6)c5s4)c3c2Cl)s1,CCOC(=O)c1ccc(-c2sc3csc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11sc(-c%12cc%13c(-c%14ccc(CC)s%14)c%14sccc%14c(-c%14ccc(CC)s%14)c%13s%12)c%12c(Cl)c(-c%13ccc(C(=O)OCC)s%13)sc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8c(Cl)c(-c9ccc(C(=O)OCC)s9)sc78)cc6c(-c6ccc(CC)s6)c5s4)c3c2Cl)s1,-5.45,-3.6,1.72,627.0,625.0
J12,CCOc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(OCC)c(Cl)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(OCC)c(Cl)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(OCC)c(Cl)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(OCC)c(Cl)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(OCC)c(Cl)s3)c3ccsc23)sc1Cl,CCOc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(OCC)c(Cl)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(OCC)c(Cl)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(OCC)c(Cl)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(OCC)c(Cl)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(OCC)c(Cl)s3)c3ccsc23)sc1Cl,-5.51,-3.26,1.94,545.0,548.0
PBDD4T-2F,CCc1csc(-c2sc(-c3cc(CC)c(-c4cc(F)c(-c5sc(-c6sc(-c7sc(-c8cc(CC)c(-c9cc(F)c(-c%10sc(-c%11sc(-c%12sc(-c%13cc(CC)c(-c%14cc(F)c(-c%15sccc%15F)s%14)s%13)c%13c%12C(=O)c%12c(CC)sc(CC)c%12C%13=O)cc%11CC)cc%10F)s9)s8)c8c7C(=O)c7c(CC)sc(CC)c7C8=O)cc6CC)cc5F)s4)s3)c3c2C(=O)c2c(CC)sc(CC)c2C3=O)c1,CCc1csc(-c2sc(-c3cc(CC)c(-c4cc(F)c(-c5sc(-c6sc(-c7sc(-c8cc(CC)c(-c9cc(F)c(-c%10sc(-c%11sc(-c%12sc(-c%13cc(CC)c(-c%14cc(F)c(-c%15sccc%15F)s%14)s%13)c%13c%12C(=O)c%12c(CC)sc(CC)c%12C%13=O)cc%11CC)cc%10F)s9)s8)c8c7C(=O)c7c(CC)sc(CC)c7C8=O)cc6CC)cc5F)s4)s3)c3c2C(=O)c2c(CC)sc(CC)c2C3=O)c1,,,,,
PTQ-10,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1,,,,,
PffQx-T,CCOc1ccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17ccc(OCC)c(F)c%17)c(-c%17ccc(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11ccc(OCC)c(F)c%11)c(-c%11ccc(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2ccc(OCC)c(F)c2)cc1F,CCOc1ccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17ccc(OCC)c(F)c%17)c(-c%17ccc(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11ccc(OCC)c(F)c%11)c(-c%11ccc(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2ccc(OCC)c(F)c2)cc1F,-5.36,-3.56,,,
PBCIT,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(Cl)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(Cl)c(CC)s%13)c%13sccc%13c(-c%13cc(Cl)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(Cl)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(Cl)c(CC)s5)c4s3)scc2c1F,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(Cl)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(Cl)c(CC)s%13)c%13sccc%13c(-c%13cc(Cl)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(Cl)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(Cl)c(CC)s5)c4s3)scc2c1F,-5.47,-3.61,1.64,695.0,691.0
P104,CCn1c(=O)n(CC)c2cc3c(cc21)c1ccsc1c1sc(-c2ccc(-c4ccc(-c5ccc(-c6cc7c8cc9c(cc8c8cc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13cc%14c%15cc%16c(cc%15c%15cc(-c%17ccc(-c%18ccc(-c%19cccs%19)c%19nsnc%18%19)s%17)sc%15c%14s%13)n(CC)c(=O)n%16CC)s%12)c%12nsnc%11%12)s%10)sc8c7s6)n(CC)c(=O)n9CC)s5)c5nsnc45)s2)cc31,CCn1c(=O)n(CC)c2cc3c(cc21)c1ccsc1c1sc(-c2ccc(-c4ccc(-c5ccc(-c6cc7c8cc9c(cc8c8cc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13cc%14c%15cc%16c(cc%15c%15cc(-c%17ccc(-c%18ccc(-c%19cccs%19)c%19nsnc%18%19)s%17)sc%15c%14s%13)n(CC)c(=O)n%16CC)s%12)c%12nsnc%11%12)s%10)sc8c7s6)n(CC)c(=O)n9CC)s5)c5nsnc45)s2)cc31,-5.29,-3.68,1.59,657.0,651.0
PBDT-DTN,CCc1csc(-c2sc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8sc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14sc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15c%14C(=O)c%14ccccc%14C%15=O)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9c8C(=O)c8ccccc8C9=O)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)c3c2C(=O)c2ccccc2C3=O)c1,CCc1csc(-c2sc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8sc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14sc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15c%14C(=O)c%14ccccc%14C%15=O)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9c8C(=O)c8ccccc8C9=O)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)c3c2C(=O)c2ccccc2C3=O)c1,-5.37,-3.53,1.84,572.0,538.0
PvBDT-Cl,CCc1cc2c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC)s6)c6sc(-c7ccc(-c8c9cc(CC)sc9c(-c9ccc(-c%10cc%11c(-c%12cc(Cl)c(CC)s%12)c%12sc(-c%13ccc(-c%14c%15cc(CC)sc%15c(-c%15ccc(-c%16cc%17c(-c%18cc(Cl)c(CC)s%18)c%18sccc%18c(-c%18cc(Cl)c(CC)s%18)c%17s%16)s%15)c%15cc(CC)sc%14%15)s%13)cc%12c(-c%12cc(Cl)c(CC)s%12)c%11s%10)s9)c9cc(CC)sc89)s7)cc6c(-c6cc(Cl)c(CC)s6)c5s4)s3)c3sc(CC)cc3c(-c3cccs3)c2s1,CCc1cc2c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC)s6)c6sc(-c7ccc(-c8c9cc(CC)sc9c(-c9ccc(-c%10cc%11c(-c%12cc(Cl)c(CC)s%12)c%12sc(-c%13ccc(-c%14c%15cc(CC)sc%15c(-c%15ccc(-c%16cc%17c(-c%18cc(Cl)c(CC)s%18)c%18sccc%18c(-c%18cc(Cl)c(CC)s%18)c%17s%16)s%15)c%15cc(CC)sc%14%15)s%13)cc%12c(-c%12cc(Cl)c(CC)s%12)c%11s%10)s9)c9cc(CC)sc89)s7)cc6c(-c6cc(Cl)c(CC)s6)c5s4)s3)c3sc(CC)cc3c(-c3cccs3)c2s1,-5.49,-3.49,2.04,607.0,580.0
