ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),HOMO_n(eV),LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),HOMO_p(eV),LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,n(labels),p(labels)
742,336,11.87,11.5,18.95,0.729,0.86,-5.62,-3.89,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,1828.67,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,64,153
743,336,13.15,12.68,19.39,0.753,0.9,-5.6,-3.86,1.74,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,1856.73,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,314,153
744,336,9.6,9.28,15.67,0.637,0.968,-5.55,-3.79,1.76,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(C)sc(C)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc23)cc1,1884.78,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,515,153
745,337,8.6,8.4,12,0.61,1.15,-5.74,-3.64,2.1,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8sc(-c9cc%10cc(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)c(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)cc%10cc9-c9cc%10c%11cc%12c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%13ccc%14c%15ccc%16c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%17cc(c%10s9)c(c%15c%16%17)c%11c%14c%13%12)cc8c8cc(c1=O)c2c3c8c7c4c56,3460.75,-5.46,-3.56,1.9,CCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCC)CCCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1,207.2,103.5,2,6,218
746,337,7.4,7.2,11.5,0.55,1.15,-5.83,-3.6,2.23,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8sc(-c9ccc(-c%10cc%11c%12cc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%18cc(c%11s%10)c(c%16c%17%18)c%12c%15c%14%13)c%10c(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)ccc(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)c9%10)cc8c8cc(c1=O)c2c3c8c7c4c56,3460.75,-5.46,-3.56,1.9,CCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCC)CCCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1,207.2,103.5,2,26,218
747,338,9.55,9.12,15.79,0.63,0.93,-5.5,-3.9,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,1456.01,-5.3,-3.5,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,473,153
748,339,12.07,11.87,18.11,0.715,0.93,-5.61,-3.92,1.69,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(OC)c(OC)cc5C4=C(C#N)C#N)sc23)cc1,1488.01,-5.21,-3.41,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,613,153
749,339,10.28,9.97,19.06,0.688,0.78,-5.67,-4.07,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1463.94,-5.21,-3.41,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,144,153
750,339,9.53,9.32,17.24,0.633,0.87,-5.61,-4.02,1.59,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.21,-3.41,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,21,153
751,340,11.25,11.08,17.25,0.67,0.972,-5.92,-4.03,1.89,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc2-3)cc1,1784.65,-5.28,-3.48,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,55,153
752,340,9.66,9.43,15.48,0.622,1.004,-5.91,-4,1.91,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc2-3)cc1,1772.61,-5.28,-3.48,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,281,153
753,340,6.81,6.62,15.16,0.563,0.799,-5.94,-4.08,1.86,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,1844.57,-5.28,-3.48,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,357,153
754,341,9.39,8.95,15.29,0.627,0.98,-5.66,-3.93,1.73,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,1011.4,-5.4,-3.6,1.8,CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3cc(C)sc23)cc1F,58.2,18.3,3.17,164,193
755,341,10.35,9.74,17.42,0.725,0.82,-5.72,-4.05,1.67,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3,1083.36,-5.4,-3.6,1.8,CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3cc(C)sc23)cc1F,58.2,18.3,3.17,562,193
756,342,10.99,10.77,16.37,0.713,0.941,-5.38,-3.78,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc8ccccc8c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc6ccccc6c5C4=C(C#N)C#N)sc23)cc1,1540.12,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,249,153
757,342,9.53,9.11,16.13,0.658,0.897,-5.48,-3.9,1.58,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,21,153
758,343,11.35,11.18,18.2,0.7,0.89,-5.61,-4.02,1.59,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.29,-3.29,2,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cc(CC4CCCCC4)c(C)s3)c(F)c(F)c(-c3cc(CC4CCCCC4)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,175,68.6,2.55,21,183
759,343,12.15,11.86,17.61,0.732,0.94,-5.61,-4.02,1.59,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.33,-3.36,1.97,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cc(CC4CCCCC4)c(C)s3)c(F)c(F)c(-c3cc(CC4CCCCC4)c(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2n1,145,56.1,2.59,21,141
760,344,10.04,9.82,15.9,0.615,1.027,-5.55,-3.76,1.79,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5c6c(sc5c(-c5cc7sc(CC(CC)CCCC)cc7s5)c4c32)-c2sc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1956.85,-5.5,-3.61,1.89,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,38.6,19.3,2,145,107
761,344,12.65,12.46,18.54,0.716,0.953,-5.64,-3.87,1.77,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5c6c(sc5c(-c5cc7sc(CC(CC)CCCC)cc7s5)c4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1964.77,-5.5,-3.61,1.89,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,38.6,19.3,2,508,107
762,345,12.86,12.61,19.45,0.738,0.895,-5.51,-3.9,1.61,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1856.73,-5.31,-3.5,1.81,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,520,153
763,345,13.6,13.26,20.31,0.74,0.904,-5.45,-3.83,1.62,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1912.81,-5.31,-3.5,1.81,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,192,153
764,346,9.67,9.52,16.46,0.66,0.89,-5.51,-3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.33,-2.92,2.41,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,21,153
765,347,11.91,11.51,17.85,0.688,0.97,-5.58,-3.82,1.76,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)sc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)sc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1602.68,-5.52,-3.57,1.95,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl,44.9,25.5,1.76,303,77
766,347,13.68,13.29,20.35,0.731,0.92,-5.61,-3.96,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccc(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1590.64,-5.52,-3.57,1.95,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl,44.9,25.5,1.76,287,77
767,348,9.6,9.1,21.5,0.57,0.74,-5.5,-3.9,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,1565.72,-5.2,-3,2.2,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,334,153
768,349,6.63,6.22,15.11,0.48,0.92,-5.69,-3.93,1.76,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(C(CCCCCC)CCCCCC)C%14=O)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)cc8)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,5052.94,-5.22,-3.64,1.58,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,396,48
769,350,1.31,1.22,3.84,0.368,0.865,-5.52,-3.83,1.69,CCCCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4c(C#Cc5ccc(N(c6ccccc6)c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)cc5)cc5c6c(cc7c(c8c(cc(c2c38)C1=O)OC7(C)C)c64)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C5=O,2248.43,-5.28,-3.48,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,277,153
770,350,5.84,5.6,10.28,0.624,0.91,-5.55,-3.78,1.77,CCCCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4c(C#Cc5ccc(N(c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)cc5)cc5c6c(cc7c(c8c(cc(c2c38)C1=O)C(C)(C)O7)c64)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C5=O,3246.69,-5.28,-3.48,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,435,153
771,351,4,3.82,10.72,0.46,0.81,-5.73,-3.79,1.94,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(c(-c7ccc(-c8ccc(-c9cc%10c%11ccc%12c%13c(ccc(c%14ccc%15c(c9C(=O)N(C(CCCCC)CCCCC)C%15=O)c%14%10)c%13%11)C(=O)N(C(CCCCC)CCCCC)C%12=O)s8)s7)cc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,1560.12,-5.22,-3.64,1.58,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,419,48
