Donor,Donor_SMILES,Acceptor,Acceptor_SMILES,DA_manual_tokenized,AD_manual_tokenized,DA_manual_tokenized_aug,AD_manual_tokenized_aug,HOMO_D (eV),LUMO_D (eV),HOMO_A (eV),LUMO_A (eV),D:A ratio (m/m),solvent,total solids conc. (mg/mL),solvent additive,solvent additive conc. (%v/v),active layer thickness (nm),annealing temperature,hole contact layer,electron contact layer,hole mobility blend (cm^2 V^-1 s^-1),electron mobility blend (cm^2 V^-1 s^-1),PCE (%),calc_PCE (%),Voc (V),Jsc (mA cm^-2),FF (%),Acceptor_BigSMILES,Donor_BigSMILES
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,DTNIF,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc1-3,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 263, 7, 259, 266, 259, 7, 263]","[0, 0, 0, 0, 263, 7, 259, 266, 259, 7, 263, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 263, 7, 259, 266, 259, 7, 263], [0, 0, 0, 0, 9, 49, 7, 100, 1, 263, 7, 259, 266, 259, 7, 263], [0, 0, 0, 0, 100, 9, 49, 7, 1, 263, 7, 259, 266, 259, 7, 263], [0, 0, 0, 0, 7, 100, 9, 49, 1, 263, 7, 259, 266, 259, 7, 263]]","[[0, 0, 0, 0, 263, 7, 259, 266, 259, 7, 263, 1, 49, 7, 100, 9], [0, 0, 0, 0, 263, 7, 259, 266, 259, 7, 263, 1, 9, 49, 7, 100], [0, 0, 0, 0, 263, 7, 259, 266, 259, 7, 263, 1, 100, 9, 49, 7], [0, 0, 0, 0, 263, 7, 259, 266, 259, 7, 263, 1, 7, 100, 9, 49]]",-5.33,-2.92,-5.82,-3.92,1.0,CB,18.0,,-1.0,,-1.0,MoOx,ZnO,1.87e-05,1.79e-05,8.73,8.68,0.9,13.26,72.77,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc1-3,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,DTNSF,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s2)sc1-3,"[0, 0, 49, 7, 100, 9, 1, 263, 7, 7, 259, 266, 259, 7, 7, 263]","[0, 0, 263, 7, 7, 259, 266, 259, 7, 7, 263, 1, 49, 7, 100, 9]","[[0, 0, 49, 7, 100, 9, 1, 263, 7, 7, 259, 266, 259, 7, 7, 263], [0, 0, 9, 49, 7, 100, 1, 263, 7, 7, 259, 266, 259, 7, 7, 263], [0, 0, 100, 9, 49, 7, 1, 263, 7, 7, 259, 266, 259, 7, 7, 263], [0, 0, 7, 100, 9, 49, 1, 263, 7, 7, 259, 266, 259, 7, 7, 263]]","[[0, 0, 263, 7, 7, 259, 266, 259, 7, 7, 263, 1, 49, 7, 100, 9], [0, 0, 263, 7, 7, 259, 266, 259, 7, 7, 263, 1, 9, 49, 7, 100], [0, 0, 263, 7, 7, 259, 266, 259, 7, 7, 263, 1, 100, 9, 49, 7], [0, 0, 263, 7, 7, 259, 266, 259, 7, 7, 263, 1, 7, 100, 9, 49]]",-5.33,-2.92,-5.52,-4.0,1.0,CB,18.0,,-1.0,,-1.0,MoOx,ZnO,1.35e-05,6.7e-06,7.15,7.28,0.92,14.49,54.62,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s2)sc1-3,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PBTIBDTT,CCCCCCCCCCc1cc(C)sc1-c1cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c3cc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4CCCCCCCCCC)sc3c2s1,Si4TIC-F,CCCCCC[Si]1(CCCCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC,"[0, 0, 0, 0, 49, 42, 161, 162, 1, 263, 7, 285, 79, 285, 7, 263]","[0, 0, 0, 0, 263, 7, 285, 79, 285, 7, 263, 1, 49, 42, 161, 162]","[[0, 0, 0, 0, 49, 42, 161, 162, 1, 263, 7, 285, 79, 285, 7, 263], [0, 0, 0, 0, 162, 49, 42, 161, 1, 263, 7, 285, 79, 285, 7, 263], [0, 0, 0, 0, 161, 162, 49, 42, 1, 263, 7, 285, 79, 285, 7, 263], [0, 0, 0, 0, 42, 161, 162, 49, 1, 263, 7, 285, 79, 285, 7, 263]]","[[0, 0, 0, 0, 263, 7, 285, 79, 285, 7, 263, 1, 49, 42, 161, 162], [0, 0, 0, 0, 263, 7, 285, 79, 285, 7, 263, 1, 162, 49, 42, 161], [0, 0, 0, 0, 263, 7, 285, 79, 285, 7, 263, 1, 161, 162, 49, 42], [0, 0, 0, 0, 263, 7, 285, 79, 285, 7, 263, 1, 42, 161, 162, 49]]",-5.47,-3.6,-5.58,-4.21,0.667,CB,,CN,0.5,130.0,-1.0,PEDOT:PSS,PDIN,0.0002,0.000123,10.2,10.2,0.78,18.84,69.4,CCCCCC[Si]1(CCCCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]CCCCCCCCCCc1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1c(=O)c2ccsc2c2sccc2c1=OCCCCCCCCCCc1csc(C)c1[>][]}
PDCBT-2F,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(C)sc1-c1cc(F)c(-c2sc(-c3sc(C)cc3C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc2F)s1,IT-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 163, 125, 125, 163, 1, 216, 79, 218, 220, 218, 79, 216]","[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 163, 125, 125, 163]","[[0, 0, 0, 0, 163, 125, 125, 163, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 163, 163, 125, 125, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 125, 163, 163, 125, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 125, 125, 163, 163, 1, 216, 79, 218, 220, 218, 79, 216]]","[[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 163, 125, 125, 163], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 163, 163, 125, 125], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 125, 163, 163, 125], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 125, 125, 163, 163]]",,,,,1.0,CF,,DIO,0.5,95.0,-1.0,MoOx,ZnO,0.0001,0.00012,11.6,11.3,0.92,17.8,69.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCCCCCCCC(CCCCCCCC)COC(=O)c1csc(C)c1[>][<]}{[>][<]Fc1ccsc1[>][<]}{[>][<]Fc1ccsc1CCCCCCCCCCC(CCCCCCCC)COC(=O)c1csc(C)c1[>][]}
PTB7-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,IDT-FBTR,CCCCCCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sc(-c5cc(F)c(-c7ccc(C=c8sc(=C(C#N)C#N)n(CCCCCCCC)c8=O)s7)c7nsnc57)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c4nsnc34)s2)c1=O,"[0, 0, 49, 101, 1, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225]","[0, 0, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225, 1, 49, 101]","[[0, 0, 49, 101, 1, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225], [0, 0, 101, 49, 1, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225]]","[[0, 0, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225, 1, 49, 101], [0, 0, 225, 7, 370, 7, 218, 220, 218, 7, 370, 7, 225, 1, 101, 49]]",,,-5.47,-3.65,1.5,o-DCB,20.0,,-1.0,,-1.0,MoOx,ZnO,0.00031,6.8e-05,7.01,7.0,1.02,12.95,52.97,CCCCCCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sc(-c5cc(F)c(-c7ccc(C=c8sc(=C(C#N)C#N)n(CCCCCCCC)c8=O)s7)c7nsnc57)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c4nsnc34)s2)c1=O,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F[>][]}
PBT-F,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,IT-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 99, 7, 38, 9, 1, 216, 79, 218, 220, 218, 79, 216]","[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 99, 7, 38, 9]","[[0, 0, 0, 0, 99, 7, 38, 9, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 9, 99, 7, 38, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 38, 9, 99, 7, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 7, 38, 9, 99, 1, 216, 79, 218, 220, 218, 79, 216]]","[[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 99, 7, 38, 9], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 9, 99, 7, 38], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 38, 9, 99, 7], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 7, 38, 9, 99]]",-5.39,-3.65,-5.66,-4.14,1.0,,,NMP,1.0,95.0,-1.0,PEDOT:PSS,PFN-Br,0.000129,7.67e-05,9.14,9.17,0.78,21.57,54.5,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1sc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCOc1cc2nsnc2cc1OCCCCCCCCCc1cccs1[>][]}
PBT-SF,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(SCC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,IT-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 27, 7, 38, 9, 1, 216, 79, 218, 220, 218, 79, 216]","[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 27, 7, 38, 9]","[[0, 0, 0, 0, 27, 7, 38, 9, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 9, 27, 7, 38, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 38, 9, 27, 7, 1, 216, 79, 218, 220, 218, 79, 216], [0, 0, 0, 0, 7, 38, 9, 27, 1, 216, 79, 218, 220, 218, 79, 216]]","[[0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 27, 7, 38, 9], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 9, 27, 7, 38], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 38, 9, 27, 7], [0, 0, 0, 0, 216, 79, 218, 220, 218, 79, 216, 1, 7, 38, 9, 27]]",-5.46,-3.58,-5.66,-4.14,0.667,,,NMP,1.0,80.0,-1.0,PEDOT:PSS,PFN-Br,0.000236,0.000118,10.51,10.44,0.8,21.53,60.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)CSc1sc(-c2c3cc(C)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCOc1cc2nsnc2cc1OCCCCCCCCCc1cccs1[>][]}
PBT1-C-MW,CCCCCCC(CCCC)Cc1ccc(Cc2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(Cc3ccc(CC(CCCC)CCCCCC)cc3)c3cc(C)sc23)cc1,ITCPTC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 211, 7, 100, 9, 1, 254, 79, 218, 220, 218, 79, 254]","[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 211, 7, 100, 9]","[[0, 0, 0, 0, 211, 7, 100, 9, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 9, 211, 7, 100, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 100, 9, 211, 7, 1, 254, 79, 218, 220, 218, 79, 254], [0, 0, 0, 0, 7, 100, 9, 211, 1, 254, 79, 218, 220, 218, 79, 254]]","[[0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 211, 7, 100, 9], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 9, 211, 7, 100], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 100, 9, 211, 7], [0, 0, 0, 0, 254, 79, 218, 220, 218, 79, 254, 1, 7, 100, 9, 211]]",-5.46,-3.4,-5.62,-3.96,1.0,CF,,,-1.0,110.0,100.0,PEDOT:PSS,ZrAcAc,0.0014,0.0023,12.8,12.77,0.94,17.2,79.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCCCC(CCCC)Cc1ccc(Cc2c3cc(C)sc3c(Cc3ccc(CC(CCCC)CCCCCC)cc3)c3ccsc23)cc1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PTZPF,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c2n1,BT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,"[0, 0, 96, 7, 8, 9, 1, 221, 7, 218, 217, 234, 217, 218, 7, 221]","[0, 0, 221, 7, 218, 217, 234, 217, 218, 7, 221, 1, 96, 7, 8, 9]","[[0, 0, 96, 7, 8, 9, 1, 221, 7, 218, 217, 234, 217, 218, 7, 221], [0, 0, 9, 96, 7, 8, 1, 221, 7, 218, 217, 234, 217, 218, 7, 221], [0, 0, 8, 9, 96, 7, 1, 221, 7, 218, 217, 234, 217, 218, 7, 221], [0, 0, 7, 8, 9, 96, 1, 221, 7, 218, 217, 234, 217, 218, 7, 221]]","[[0, 0, 221, 7, 218, 217, 234, 217, 218, 7, 221, 1, 96, 7, 8, 9], [0, 0, 221, 7, 218, 217, 234, 217, 218, 7, 221, 1, 9, 96, 7, 8], [0, 0, 221, 7, 218, 217, 234, 217, 218, 7, 221, 1, 8, 9, 96, 7], [0, 0, 221, 7, 218, 217, 234, 217, 218, 7, 221, 1, 7, 8, 9, 96]]",-5.41,-3.42,-5.55,-3.88,1.0,CB,,CN,0.5,100.0,120.0,PEDOT:PSS,PFN-Br,,,5.63,5.59,0.93,12.27,49.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,{[][<]CCCCC(CC)Cc1c(F)cc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)c(F)c3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
PTZPF,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c2n1,BT-F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,"[0, 0, 0, 0, 96, 7, 8, 9, 1, 263, 7, 218, 371, 218, 7, 263]","[0, 0, 0, 0, 263, 7, 218, 371, 218, 7, 263, 1, 96, 7, 8, 9]","[[0, 0, 0, 0, 96, 7, 8, 9, 1, 263, 7, 218, 371, 218, 7, 263], [0, 0, 0, 0, 9, 96, 7, 8, 1, 263, 7, 218, 371, 218, 7, 263], [0, 0, 0, 0, 8, 9, 96, 7, 1, 263, 7, 218, 371, 218, 7, 263], [0, 0, 0, 0, 7, 8, 9, 96, 1, 263, 7, 218, 371, 218, 7, 263]]","[[0, 0, 0, 0, 263, 7, 218, 371, 218, 7, 263, 1, 96, 7, 8, 9], [0, 0, 0, 0, 263, 7, 218, 371, 218, 7, 263, 1, 9, 96, 7, 8], [0, 0, 0, 0, 263, 7, 218, 371, 218, 7, 263, 1, 8, 9, 96, 7], [0, 0, 0, 0, 263, 7, 218, 371, 218, 7, 263, 1, 7, 8, 9, 96]]",-5.41,-3.42,-5.57,-3.97,1.0,CB,,CN,0.5,100.0,120.0,PEDOT:PSS,PFN-Br,,,7.27,7.18,0.88,16.64,49.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,{[][<]CCCCC(CC)Cc1c(F)cc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)c(F)c3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
PTZPF,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c2n1,BT-2F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,"[0, 0, 96, 7, 8, 9, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216]","[0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 96, 7, 8, 9]","[[0, 0, 96, 7, 8, 9, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216], [0, 0, 9, 96, 7, 8, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216], [0, 0, 8, 9, 96, 7, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216], [0, 0, 7, 8, 9, 96, 1, 216, 7, 218, 217, 234, 217, 218, 7, 216]]","[[0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 96, 7, 8, 9], [0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 9, 96, 7, 8], [0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 8, 9, 96, 7], [0, 0, 216, 7, 218, 217, 234, 217, 218, 7, 216, 1, 7, 8, 9, 96]]",-5.41,-3.42,-5.6,-4.0,1.0,CB,,CN,0.5,100.0,120.0,PEDOT:PSS,PFN-Br,,,8.54,8.59,0.84,19.29,53.0,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,{[][<]CCCCC(CC)Cc1c(F)cc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)c(F)c3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
